product_id,event_type,count(event_type)
5839722,view,21
5839723,view,23
5839723,cart,3
5839956,cart,1
5839956,view,2
5839957,cart,3
5839957,view,5
5839958,cart,2
5839958,view,2
5839959,cart,2
5839959,remove_from_cart,1
5839959,view,5
5839960,view,1
5839961,purchase,1
5839961,remove_from_cart,1
5839961,view,4
5839961,cart,3
5839965,cart,2
5839965,view,6
5839965,remove_from_cart,2
5839966,cart,3
5839966,view,3
5839967,cart,5
5839967,remove_from_cart,2
5839967,view,3
5839968,view,3
5840019,view,2
5840020,remove_from_cart,3
5840020,view,10
5840020,cart,5
5840025,cart,8
5840025,remove_from_cart,3
5840025,purchase,4
5840025,view,6
5840029,view,5
5840029,cart,1
5840030,cart,2
5840030,view,7
5840031,purchase,1
5840032,cart,2
5840032,view,2
5840032,remove_from_cart,1
5840032,purchase,1
5840033,view,23
5840033,purchase,1
5840033,cart,2
5840033,remove_from_cart,1
5840034,cart,2
5840034,view,2
5840035,cart,1
5840036,view,3
5840036,cart,2
5840037,cart,2
5840037,view,3
5840038,cart,2
5840038,view,2
5840039,cart,3
5840039,view,3
5840040,remove_from_cart,1
5840040,view,7
5840040,cart,3
5840041,remove_from_cart,1
5840041,view,3
5840041,cart,4
5840042,cart,3
5840042,view,8
5840044,view,1
5840044,remove_from_cart,1
5840044,cart,1
5840045,remove_from_cart,1
5840056,cart,2
5840056,view,2
5840056,remove_from_cart,1
5840057,cart,3
5840057,purchase,1
5840057,view,4
5840058,cart,4
5840058,view,2
5840059,cart,4
5840059,view,2
5840060,cart,2
5840060,view,7
5840062,view,3
5840062,cart,2
5840071,view,3
5840071,cart,3
5840072,cart,2
5840072,view,3
5840072,remove_from_cart,1
5840080,view,23
5840080,cart,1
5840081,view,5
5840081,cart,1
5840082,cart,1
5840082,view,5
5840083,purchase,1
5840083,view,8
5840083,remove_from_cart,1
5840083,cart,3
5840085,view,21
5840085,purchase,1
5840085,cart,5
5840086,purchase,1
5840086,cart,3
5840086,remove_from_cart,1
5840086,view,46
5840087,remove_from_cart,3
5840087,view,67
5840087,cart,15
5840088,remove_from_cart,2
5840088,cart,9
5840088,view,34
5840088,purchase,2
5840089,remove_from_cart,1
5840089,cart,5
5840089,view,22
5840113,purchase,3
5840113,view,19
5840113,remove_from_cart,15
5840113,cart,9
5840114,purchase,3
5840114,cart,25
5840114,view,38
5840114,remove_from_cart,9
5840115,view,5
5840115,purchase,1
5840115,cart,2
5840115,remove_from_cart,1
5840116,remove_from_cart,1
5840116,cart,4
5840116,view,7
5840120,cart,2
5840120,view,5
5840121,cart,2
5840121,remove_from_cart,1
5840121,view,4
5840122,cart,2
5840122,view,2
5840123,cart,3
5840123,view,5
5840135,cart,2
5840135,view,4
5840135,purchase,1
5840149,remove_from_cart,1
5840174,remove_from_cart,1
5840188,remove_from_cart,1
5840206,remove_from_cart,2
5840206,cart,2
5840206,purchase,1
5840206,view,3
5840207,cart,2
5840207,view,3
5840208,cart,1
5840208,view,1
5840210,view,2
5840211,cart,1
5840211,view,1
5840212,view,4
5840212,cart,2
5840212,purchase,1
5840213,cart,1
5840213,view,1
5840214,view,2
5840214,cart,2
5840215,cart,1
5840215,view,4
5840216,cart,1
5840216,view,2
5840217,cart,1
5840217,view,3
5840218,cart,1
5840218,remove_from_cart,1
5840218,view,2
5840219,view,3
5840220,cart,1
5840220,view,1
5840221,view,1
5840222,view,1
5840223,cart,1
5840223,purchase,1
5840223,view,2
5840224,view,2
5840225,cart,1
5840225,view,4
5840225,remove_from_cart,1
5840226,cart,1
5840226,view,1
5840227,cart,1
5840227,view,3
5840228,cart,1
5840228,view,2
5840229,cart,1
5840229,view,1
5840230,cart,2
5840230,view,2
5840231,cart,2
5840231,remove_from_cart,1
5840231,view,7
5840232,cart,1
5840232,view,1
5840233,cart,1
5840233,view,1
5840233,remove_from_cart,1
5840234,view,3
5840234,cart,1
5840235,cart,1
5840235,view,1
5840237,cart,1
5840237,view,3
5840238,cart,1
5840238,view,1
5840240,cart,1
5840240,view,3
5840242,cart,4
5840242,purchase,1
5840242,view,6
5840243,remove_from_cart,2
5840243,purchase,3
5840243,cart,6
5840243,view,14
5840244,cart,1
5840244,view,1
5840245,cart,1
5840245,view,1
5840246,view,6
5840246,cart,2
5840247,cart,1
5840247,view,2
5840248,cart,1
5840248,view,1
5840249,cart,1
5840249,view,1
5840250,cart,1
5840250,view,2
5840251,cart,1
5840251,view,1
5840252,cart,1
5840252,view,1
5840253,cart,1
5840253,view,1
5840254,cart,1
5840254,view,1
5840255,cart,1
5840255,view,2
5840256,view,2
5840256,cart,2
5840256,purchase,1
5840258,cart,4
5840258,purchase,1
5840258,view,18
5840258,remove_from_cart,1
5840259,view,5
5840259,cart,3
5840259,purchase,3
5840259,remove_from_cart,2
5840260,cart,1
5840260,purchase,1
5840260,view,1
5840261,cart,2
5840261,purchase,1
5840261,view,4
5840262,view,4
5840264,view,2
5840265,view,1
5840277,view,18
5840278,view,16
5840278,cart,5
5840278,remove_from_cart,1
5840279,view,12
5840279,remove_from_cart,3
5840279,cart,5
5840280,cart,5
5840280,view,22
5840280,remove_from_cart,1
5840289,cart,2
5840289,purchase,1
5840289,view,6
5840290,view,5
5840290,cart,2
5840309,cart,2
5840309,purchase,1
5840309,view,3
5840311,remove_from_cart,1
5840311,purchase,1
5840311,cart,2
5840311,view,2
5840312,remove_from_cart,1
5840312,view,1
5840313,cart,2
5840313,purchase,1
5840313,view,4
5840314,cart,2
5840314,remove_from_cart,1
5840314,view,3
5840314,purchase,1
5840315,view,1
5840315,cart,1
5840315,remove_from_cart,1
5840317,cart,1
5840317,view,2
5840317,remove_from_cart,2
5840317,purchase,1
5840320,cart,1
5840321,cart,3
5840321,view,3
5840322,remove_from_cart,3
5840322,view,2
5840322,purchase,1
5840323,view,1
5840325,purchase,1
5840325,view,1
5840326,view,1
5840327,cart,2
5840327,view,2
5840328,cart,1
5840329,cart,2
5840329,view,4
5840330,view,2
5840330,cart,3
5840331,cart,2
5840331,view,2
5840332,view,2
5840332,cart,3
5840333,cart,2
5840333,view,4
5840335,view,5
5840335,cart,4
5840335,remove_from_cart,4
5840336,remove_from_cart,1
5840336,cart,1
5840336,view,1
5840337,cart,2
5840337,view,3
5840338,remove_from_cart,1
5840338,view,3
5840339,cart,2
5840339,view,2
5840339,remove_from_cart,2
5840340,remove_from_cart,2
5840340,view,1
5840341,cart,3
5840341,remove_from_cart,2
5840341,view,5
5840342,cart,2
5840342,view,2
5840343,cart,2
5840343,view,2
5840344,cart,2
5840344,view,2
5840345,purchase,1
5840345,cart,2
5840345,view,4
5840346,cart,2
5840346,view,7
5840347,cart,2
5840347,purchase,1
5840347,view,3
5840348,remove_from_cart,1
5840348,view,1
5840349,remove_from_cart,1
5840349,cart,5
5840349,view,4
5840350,view,3
5840350,cart,2
5840351,cart,2
5840351,purchase,1
5840351,view,13
5840352,view,7
5840352,cart,2
5840352,remove_from_cart,2
5840353,remove_from_cart,1
5840353,view,4
5840353,cart,2
5840354,cart,2
5840354,view,8
5840354,purchase,1
5840355,view,1
5840356,view,4
5840356,cart,2
5840356,remove_from_cart,1
5840357,remove_from_cart,1
5840357,cart,2
5840357,view,6
5840358,cart,2
5840358,view,2
5840359,cart,3
5840359,view,2
5840359,remove_from_cart,1
5840360,cart,2
5840360,view,2
5840360,purchase,1
5840360,remove_from_cart,1
5840361,purchase,1
5840361,cart,2
5840361,view,3
5840362,cart,2
5840362,view,3
5840363,purchase,2
5840363,cart,4
5840363,view,2
5840363,remove_from_cart,2
5840364,cart,2
5840364,view,4
5840365,view,2
5840366,cart,4
5840366,view,4
5840367,purchase,1
5840367,remove_from_cart,13
5840367,view,29
5840367,cart,18
5840372,cart,3
5840372,view,3
5840373,remove_from_cart,1
5840373,cart,2
5840373,view,3
5840374,cart,4
5840374,remove_from_cart,1
5840374,view,5
5840375,cart,2
5840375,view,3
5840376,view,1
5840387,cart,2
5840387,view,6
5840388,remove_from_cart,1
5840388,view,3
5840388,cart,3
5840388,purchase,1
5840389,view,7
5840389,cart,2
5840390,remove_from_cart,1
5840390,cart,1
5840390,view,1
5840395,cart,2
5840395,remove_from_cart,1
5840395,view,4
5840396,view,14
5840396,remove_from_cart,2
5840396,cart,3
5840397,remove_from_cart,1
5840397,cart,6
5840397,view,4
5840398,remove_from_cart,2
5840398,cart,4
5840398,view,16
5840399,cart,4
5840399,remove_from_cart,2
5840399,view,9
5840400,cart,3
5840400,view,5
5840401,view,5
5840402,cart,2
5840402,view,4
5840403,cart,2
5840403,view,9
5840404,view,21
5840404,remove_from_cart,2
5840404,purchase,1
5840404,cart,7
5840405,cart,4
5840405,view,11
5840406,remove_from_cart,2
5840406,view,7
5840406,cart,3
5840410,view,20
5840411,view,3
5840411,cart,4
5840411,remove_from_cart,1
5840412,cart,4
5840412,purchase,2
5840412,view,5
5840412,remove_from_cart,1
5840413,remove_from_cart,1
5840413,cart,2
5840413,view,3
5840414,cart,3
5840414,view,3
5840414,remove_from_cart,2
5840415,cart,7
5840415,remove_from_cart,3
5840415,purchase,1
5840415,view,9
5840416,remove_from_cart,1
5840416,purchase,1
5840416,cart,2
5840416,view,3
5840417,view,8
5840417,cart,7
5840417,purchase,3
5840429,cart,3
5840429,view,6
5840429,remove_from_cart,1
5840431,view,1
5840434,cart,1
5840436,view,1
5840437,cart,3
5840437,purchase,1
5840437,view,7
5841027,cart,2
5841027,view,2
5841028,view,2
5841028,remove_from_cart,1
5841028,cart,3
5841036,cart,4
5841036,purchase,1
5841036,view,3
5841037,view,2
5841037,cart,3
5841037,purchase,1
5841037,remove_from_cart,1
5841090,view,13
5841090,purchase,1
5841090,cart,2
5841091,cart,2
5841091,view,2
5841190,view,146
5841190,cart,23
5841190,remove_from_cart,14
5841190,purchase,3
5841191,cart,8
5841191,purchase,4
5841191,view,22
5841191,remove_from_cart,6
5841192,view,13
5841192,cart,1
5841192,purchase,1
5841192,remove_from_cart,1
5841193,cart,2
5841193,view,8
5841194,view,19
5841194,cart,5
5841194,purchase,1
5841194,remove_from_cart,4
5841195,purchase,2
5841195,remove_from_cart,10
5841195,view,95
5841195,cart,20
5841287,view,11
5841287,purchase,2
5841287,remove_from_cart,1
5841287,cart,3
5841290,cart,2
5841290,view,7
5841291,cart,2
5841291,view,1
5841291,remove_from_cart,1
5841292,purchase,1
5841292,view,4
5841292,cart,4
5841293,cart,2
5841293,view,6
5841294,remove_from_cart,4
5841294,cart,3
5841294,purchase,1
5841294,view,2
5841295,cart,2
5841295,view,4
5841295,remove_from_cart,1
5841296,view,18
5841296,cart,13
5841296,remove_from_cart,3
5841297,view,160
5841297,cart,8
5841297,purchase,3
5841297,remove_from_cart,5
5841298,remove_from_cart,6
5841298,view,87
5841298,cart,9
5841300,purchase,1
5841300,view,4
5841300,cart,2
5841301,cart,3
5841301,purchase,1
5841301,remove_from_cart,1
5841301,view,3
5841302,cart,2
5841302,view,3
5841302,remove_from_cart,2
5841303,cart,3
5841303,view,3
5841304,remove_from_cart,1
5841304,cart,2
5841304,view,2
5841305,cart,3
5841305,view,4
5841306,cart,2
5841306,view,3
5841306,remove_from_cart,1
5841307,cart,2
5841307,view,3
5841308,cart,2
5841308,view,2
5841308,purchase,1
5841309,purchase,1
5841309,remove_from_cart,1
5841309,cart,2
5841309,view,4
5841310,remove_from_cart,1
5841310,view,2
5841310,cart,3
5841310,purchase,1
5841311,remove_from_cart,1
5841311,cart,5
5841311,view,2
5841312,cart,2
5841312,remove_from_cart,2
5841312,view,3
5841314,cart,2
5841314,view,6
5841315,cart,1
5841315,purchase,1
5841316,cart,6
5841316,view,9
5841316,remove_from_cart,3
5841317,view,3
5841318,remove_from_cart,2
5841318,view,3
5841319,remove_from_cart,3
5841319,cart,3
5841319,view,1
5841319,purchase,1
5841320,cart,3
5841320,view,4
5841320,remove_from_cart,4
5841321,remove_from_cart,1
5841321,view,1
5841322,view,2
5841323,cart,1
5841323,remove_from_cart,1
5841323,view,2
5841324,view,1
5841324,cart,1
5841324,remove_from_cart,2
5841326,purchase,1
5841326,view,6
5841326,cart,3
5841326,remove_from_cart,3
5841327,remove_from_cart,2
5841327,view,3
5841328,remove_from_cart,6
5841328,purchase,2
5841328,view,21
5841328,cart,7
5841329,cart,2
5841329,view,9
5841330,view,4
5841330,cart,3
5841330,remove_from_cart,2
5841332,remove_from_cart,1
5841333,purchase,1
5841333,view,3
5841333,cart,3
5841334,cart,3
5841334,view,2
5841335,view,3
5841335,cart,3
5841337,remove_from_cart,1
5841337,cart,3
5841337,view,5
5841355,remove_from_cart,2
5841356,view,1
5841395,view,1
5841685,cart,1
5841685,view,2
5841716,view,1
5841718,purchase,1
5841718,view,5
5841718,cart,5
5841718,remove_from_cart,1
5841719,view,6
5841719,cart,4
5841721,cart,5
5841721,view,10
5841721,remove_from_cart,2
5841721,purchase,3
5841722,view,3
5841722,cart,3
5841723,view,2
5841723,remove_from_cart,1
5841723,cart,4
5841726,view,1
5841728,view,8
5841728,purchase,4
5841728,remove_from_cart,8
5841728,cart,5
5841729,cart,4
5841729,remove_from_cart,2
5841729,view,4
5841729,purchase,3
5841730,view,3
5841730,cart,2
5841731,purchase,2
5841731,cart,5
5841731,view,7
5841742,cart,6
5841742,purchase,3
5841742,view,13
5841742,remove_from_cart,4
5841799,view,586
5841799,cart,57
5841799,remove_from_cart,25
5841799,purchase,11
5841804,remove_from_cart,2
5841804,view,6
5841804,cart,2
5841805,cart,3
5841805,view,3
5841832,remove_from_cart,2
5841832,view,10
5841832,cart,3
5841834,remove_from_cart,3
5841834,view,22
5841834,purchase,2
5841834,cart,13
5841841,view,3
5841841,cart,2
5841842,remove_from_cart,6
5841842,purchase,1
5841842,view,6
5841842,cart,13
5841843,cart,2
5841843,view,2
5841844,cart,2
5841844,view,2
5841844,remove_from_cart,1
5841845,cart,2
5841845,view,2
5841845,purchase,1
5841846,view,1
5841850,cart,2
5841850,view,3
5841850,purchase,1
5841972,view,30
5841972,remove_from_cart,1
5841972,cart,3
5841981,view,1
5841984,remove_from_cart,2
5841986,view,6
5841986,cart,2
5841988,cart,4
5841988,view,13
5841988,purchase,1
5841989,cart,1
5841989,purchase,1
5841989,view,3
5841990,view,8
5841990,remove_from_cart,1
5841990,cart,1
5841991,view,3
5841992,cart,2
5841992,view,2
5841993,view,3
5842088,view,2
5842089,remove_from_cart,1
5842089,view,4
5842089,cart,2
5842090,cart,1
5842090,view,2
5842090,purchase,2
5842090,remove_from_cart,2
5842091,view,3
5842091,cart,2
5842091,remove_from_cart,2
5842091,purchase,3
5842106,purchase,1
5842106,remove_from_cart,2
5842106,cart,3
5842106,view,2
5842107,purchase,1
5842107,view,3
5842107,remove_from_cart,2
5842107,cart,3
5842108,cart,2
5842108,view,4
5842108,purchase,1
5842108,remove_from_cart,1
5842109,view,5
5842109,remove_from_cart,1
5842109,cart,2
5842110,remove_from_cart,2
5842110,cart,3
5842110,view,4
5842111,remove_from_cart,1
5842111,cart,2
5842111,view,3
5842111,purchase,1
5842112,remove_from_cart,1
5842112,cart,3
5842112,view,2
5842113,cart,2
5842113,view,2
5842113,purchase,1
5842114,cart,2
5842114,remove_from_cart,2
5842114,view,2
5842115,cart,4
5842115,remove_from_cart,2
5842115,view,2
5842116,cart,1
5842116,remove_from_cart,2
5842116,view,4
5842117,view,5
5842117,cart,3
5842117,remove_from_cart,4
5842117,purchase,1
5842118,cart,2
5842118,view,3
5842118,remove_from_cart,1
5842119,view,2
5842119,remove_from_cart,2
5842120,view,1
5842121,purchase,1
5842122,cart,1
5842122,view,1
5842124,purchase,1
5842124,view,1
5842126,cart,1
5842126,remove_from_cart,1
5842126,purchase,1
5842127,cart,4
5842127,view,4
5842127,remove_from_cart,1
5842127,purchase,1
5842128,cart,1
5842129,remove_from_cart,2
5842129,view,2
5842130,view,2
5842131,remove_from_cart,2
5842131,purchase,2
5842131,cart,1
5842131,view,4
5842132,cart,1
5842133,cart,1
5842134,view,8
5842134,cart,2
5842134,remove_from_cart,2
5842135,cart,1
5842135,remove_from_cart,1
5842136,view,3
5842136,purchase,2
5842136,remove_from_cart,2
5842136,cart,3
5842137,cart,2
5842137,view,3
5842137,remove_from_cart,2
5842137,purchase,2
5842138,remove_from_cart,2
5842138,purchase,1
5842138,view,1
5842139,view,5
5842139,remove_from_cart,3
5842139,cart,5
5842140,view,11
5842140,remove_from_cart,4
5842140,cart,2
5842140,purchase,3
5842141,purchase,25
5842141,view,110
5842141,remove_from_cart,59
5842141,cart,98
5842142,view,2
5842142,purchase,1
5842142,remove_from_cart,1
5842143,cart,1
5842143,purchase,1
5842143,remove_from_cart,3
5842143,view,1
5842144,remove_from_cart,1
5842145,cart,1
5842145,purchase,1
5842145,view,1
5842146,remove_from_cart,1
5842147,purchase,1
5842149,view,3
5842150,remove_from_cart,3
5842150,cart,6
5842150,view,8
5842151,cart,1
5842151,remove_from_cart,3
5842151,purchase,3
5842152,cart,1
5842152,purchase,1
5842152,view,1
5842152,remove_from_cart,1
5842153,view,3
5842154,cart,1
5842155,remove_from_cart,1
5842157,view,2
5842159,view,2
5842159,remove_from_cart,1
5842160,remove_from_cart,1
5842161,cart,2
5842161,remove_from_cart,2
5842161,purchase,2
5842161,view,1
5842162,remove_from_cart,1
5842162,view,1
5842162,purchase,3
5842162,cart,5
5842163,purchase,2
5842163,cart,1
5842163,view,3
5842164,cart,3
5842164,remove_from_cart,1
5842167,view,1
5842168,remove_from_cart,2
5842169,remove_from_cart,1
5842170,view,1
5842170,cart,1
5842171,view,1
5842175,cart,1
5842176,cart,1
5842176,purchase,1
5842176,view,2
5842177,cart,1
5842177,remove_from_cart,3
5842177,purchase,1
5842178,remove_from_cart,1
5842178,purchase,1
5842178,view,1
5842178,cart,1
5842179,view,1
5842179,cart,1
5842179,remove_from_cart,1
5842181,cart,1
5842181,view,1
5842182,purchase,2
5842182,cart,4
5842182,remove_from_cart,2
5842182,view,29
5842183,view,38
5842183,cart,10
5842183,remove_from_cart,9
5842183,purchase,3
5842184,cart,4
5842184,view,9
5842184,remove_from_cart,3
5842196,view,12
5842196,purchase,1
5842196,cart,3
5842197,cart,3
5842197,purchase,1
5842197,view,7
5842197,remove_from_cart,1
5842202,cart,2
5842202,view,3
5842203,cart,3
5842203,view,2
5842203,purchase,1
5842204,cart,3
5842204,view,8
5842204,remove_from_cart,1
5842205,cart,3
5842205,view,5
5842206,view,4
5842211,view,1
5842212,cart,1
5842212,view,5
5842213,cart,2
5842213,view,28
5842214,view,4
5842214,cart,2
5842215,cart,2
5842215,view,2
5842216,view,1
5842217,cart,2
5842217,view,2
5842218,view,4
5842219,cart,1
5842219,view,2
5842220,cart,1
5842220,view,3
5842221,cart,2
5842221,view,2
5842222,purchase,1
5842222,cart,6
5842222,view,10
5842223,cart,2
5842223,view,8
5842224,cart,3
5842224,view,7
5842225,cart,2
5842225,view,2
5842226,cart,2
5842226,view,5
5842227,view,4
5842227,cart,2
5842227,remove_from_cart,1
5842228,view,1
5842230,view,2
5842231,view,7
5842232,purchase,1
5842232,view,7
5842232,cart,4
5842234,cart,2
5842234,view,5
5842235,cart,2
5842235,view,10
5842239,view,3
5842240,cart,3
5842240,view,7
5842241,cart,2
5842241,view,2
5842242,cart,2
5842242,view,5
5842250,purchase,1
5842250,cart,4
5842250,remove_from_cart,1
5842250,view,3
5842251,view,4
5842251,cart,3
5842252,remove_from_cart,2
5842252,view,6
5842252,cart,5
5842253,purchase,1
5842253,view,8
5842253,remove_from_cart,1
5842253,cart,2
5842254,view,2
5842255,purchase,1
5842255,view,1
5842256,view,5
5842256,remove_from_cart,1
5842257,remove_from_cart,1
5842257,view,11
5842257,cart,4
5842257,purchase,1
5842258,view,19
5842258,cart,4
5842258,purchase,1
5842258,remove_from_cart,1
5842267,view,4
5842268,view,13
5842268,cart,2
5842268,purchase,1
5842316,view,50
5842316,cart,13
5842316,remove_from_cart,8
5842316,purchase,3
5842317,purchase,5
5842317,cart,13
5842317,view,40
5842317,remove_from_cart,5
5842360,view,9
5842360,cart,2
5842361,cart,2
5842361,view,6
5842362,view,4
5842362,cart,2
5842363,cart,2
5842363,view,4
5842363,remove_from_cart,1
5842364,remove_from_cart,1
5842364,cart,3
5842364,view,6
5842373,view,27
5842373,cart,2
5842374,view,9
5842374,cart,5
5842374,remove_from_cart,4
5842617,cart,2
5842617,view,4
5842617,purchase,1
5842618,cart,1
5842618,view,4
5842618,purchase,1
5842619,purchase,1
5842619,view,13
5842619,remove_from_cart,4
5842619,cart,5
5842620,cart,2
5842620,view,2
5842620,remove_from_cart,1
5842621,purchase,2
5842621,cart,3
5842621,view,7
5842622,cart,3
5842622,remove_from_cart,1
5842622,view,17
5842633,cart,5
5842633,view,12
5842633,remove_from_cart,3
5842634,purchase,1
5842634,view,7
5842634,cart,6
5842634,remove_from_cart,1
5842635,cart,3
5842635,remove_from_cart,3
5842635,purchase,1
5842635,view,12
5842636,remove_from_cart,1
5842636,view,10
5842636,cart,2
5842637,purchase,1
5842637,cart,4
5842637,view,7
5842638,cart,1
5842638,remove_from_cart,1
5842638,view,8
5842639,view,21
5842639,remove_from_cart,2
5842639,cart,4
5842640,view,7
5842640,cart,2
5842641,cart,2
5842641,view,7
5842642,cart,3
5842642,view,4
5842643,view,30
5842643,cart,3
5842644,cart,3
5842644,purchase,1
5842644,remove_from_cart,1
5842644,view,7
5842645,cart,2
5842645,view,7
5842646,remove_from_cart,2
5842646,view,33
5842646,cart,6
5842647,view,7
5842647,cart,2
5842648,cart,7
5842648,purchase,2
5842648,view,29
5842648,remove_from_cart,3
5842649,view,9
5842649,purchase,1
5842649,cart,4
5842650,view,9
5842650,cart,3
5842651,cart,3
5842651,view,21
5842652,view,19
5842652,cart,3
5842653,remove_from_cart,1
5842653,view,23
5842653,cart,3
5842653,purchase,1
5842654,cart,9
5842654,remove_from_cart,1
5842654,view,60
5842655,cart,7
5842655,remove_from_cart,1
5842655,view,20
5842656,view,12
5842656,purchase,1
5842656,cart,5
5842657,view,19
5842657,purchase,2
5842657,remove_from_cart,3
5842657,cart,8
5842658,purchase,2
5842658,remove_from_cart,3
5842658,view,93
5842658,cart,7
5842659,remove_from_cart,5
5842659,cart,13
5842659,purchase,2
5842659,view,72
5842660,view,25
5842660,remove_from_cart,2
5842660,cart,7
5842661,cart,3
5842661,view,11
5842662,cart,9
5842662,remove_from_cart,3
5842662,view,36
5842663,view,12
5842663,cart,6
5842664,view,12
5842664,cart,4
5842664,remove_from_cart,2
5842665,view,17
5842665,cart,3
5842666,remove_from_cart,1
5842666,cart,1
5842666,view,10
5842667,cart,10
5842667,remove_from_cart,2
5842667,view,35
5842668,view,248
5842668,cart,25
5842668,remove_from_cart,4
5842668,purchase,5
5842669,cart,4
5842669,remove_from_cart,2
5842669,purchase,1
5842669,view,34
5842670,cart,8
5842670,remove_from_cart,2
5842670,view,25
5842671,view,13
5842671,cart,5
5842671,remove_from_cart,1
5842672,cart,2
5842672,view,38
5842673,cart,6
5842673,view,15
5842701,cart,2
5842701,view,4
5842702,cart,2
5842702,view,4
5842703,view,1
5842704,cart,3
5842704,view,4
5842705,view,3
5842705,cart,2
5842706,cart,2
5842706,remove_from_cart,3
5842706,view,6
5842706,purchase,2
5842707,view,5
5842707,cart,2
5842707,remove_from_cart,1
5842708,cart,2
5842708,view,2
5842709,view,3
5842709,remove_from_cart,1
5842709,cart,3
5842709,purchase,1
5842710,purchase,1
5842710,cart,2
5842710,view,3
5842711,view,3
5842711,cart,2
5842712,cart,2
5842712,view,2
5842713,cart,2
5842713,view,2
5842714,cart,2
5842714,view,7
5842714,remove_from_cart,1
5842715,cart,2
5842715,view,3
5842716,cart,2
5842716,remove_from_cart,1
5842716,view,4
5842717,cart,4
5842717,view,7
5842718,cart,2
5842718,view,2
5842719,cart,2
5842719,view,3
5842720,cart,1
5842720,view,1
5842723,cart,1
5842723,view,3
5842724,cart,1
5842724,view,1
5842725,cart,1
5842725,view,3
5842728,cart,1
5842728,view,1
5842729,cart,1
5842729,view,1
5842729,purchase,1
5842730,purchase,1
5842730,cart,1
5842730,view,1
5842730,remove_from_cart,1
5842731,cart,1
5842731,view,1
5842732,view,2
5842733,purchase,1
5842733,cart,1
5842733,view,1
5842734,cart,2
5842734,view,2
5842737,cart,2
5842737,view,3
5842737,purchase,1
5842739,cart,2
5842739,view,2
5842740,view,1
5842742,cart,1
5842742,view,1
5842743,cart,1
5842743,view,1
5842744,cart,6
5842744,remove_from_cart,2
5842744,view,6
5842745,view,5
5842745,cart,2
5842746,cart,4
5842746,view,6
5842746,purchase,1
5842746,remove_from_cart,1
5842747,remove_from_cart,2
5842747,cart,3
5842747,view,10
5842748,cart,3
5842748,purchase,1
5842748,view,6
5842759,cart,2
5842759,view,8
5842760,view,5
5842760,cart,2
5842840,cart,2
5842840,view,2
5842841,cart,2
5842841,view,2
5842841,remove_from_cart,1
5842842,cart,2
5842842,view,3
5842843,cart,2
5842843,view,3
5842844,cart,2
5842844,view,2
5842845,cart,2
5842845,view,2
5842871,view,3
5842871,cart,2
5842872,cart,2
5842872,view,6
5842873,cart,1
5842873,view,4
5842874,cart,2
5842874,purchase,1
5842874,view,1
5842875,view,7
5842875,cart,2
5842876,purchase,1
5842876,remove_from_cart,2
5842876,cart,3
5842876,view,3
5842877,view,3
5842877,purchase,1
5842877,cart,2
5842878,cart,2
5842878,view,3
5842879,cart,2
5842879,view,2
5842880,cart,3
5842880,remove_from_cart,1
5842880,view,3
5842899,cart,2
5842899,view,2
5842900,cart,2
5842900,view,2
5842901,cart,2
5842901,view,4
5842901,remove_from_cart,1
5842902,cart,2
5842902,view,2
5842903,cart,2
5842903,view,2
5842904,cart,2
5842904,view,2
5842905,cart,2
5842905,view,2
5842906,cart,2
5842906,view,2
5842907,cart,2
5842907,view,2
5842908,cart,2
5842908,view,2
5842909,cart,2
5842909,view,2
5842910,cart,2
5842910,view,2
5842911,cart,2
5842911,view,2
5842912,cart,2
5842912,view,3
5842913,cart,2
5842913,view,2
5842914,cart,2
5842914,remove_from_cart,1
5842914,view,3
5842915,cart,2
5842915,view,2
5842916,cart,2
5842916,view,2
5842916,purchase,1
5842917,cart,2
5842917,view,2
5842918,cart,2
5842918,view,3
5842919,cart,2
5842919,view,2
5842920,cart,2
5842920,view,2
5842921,cart,2
5842921,view,2
5842922,cart,2
5842922,view,2
5842923,view,2
5842923,cart,3
5842923,remove_from_cart,1
5842924,cart,3
5842924,view,2
5842925,cart,2
5842925,view,4
5842926,cart,2
5842926,view,2
5842927,cart,2
5842927,view,2
5842928,cart,2
5842928,view,3
5842933,view,2
5842934,view,1
5842948,cart,1
5842948,view,2
5842948,remove_from_cart,1
5842949,view,1
5842950,purchase,1
5842950,view,3
5842950,cart,2
5842951,cart,2
5842951,remove_from_cart,1
5842951,view,4
5842952,cart,2
5842952,remove_from_cart,2
5842952,view,6
5842953,cart,1
5842953,view,5
5842953,purchase,2
5842954,cart,1
5842954,view,2
5842998,cart,2
5842998,view,4
5842998,remove_from_cart,1
5842999,purchase,2
5842999,remove_from_cart,1
5842999,cart,5
5842999,view,4
5843000,remove_from_cart,1
5843000,cart,2
5843000,view,2
5843001,cart,2
5843001,view,2
5843002,cart,1
5843002,view,2
5843003,remove_from_cart,1
5843003,view,6
5843003,purchase,1
5843003,cart,5
5843004,view,3
5843004,cart,2
5843004,remove_from_cart,4
5843016,view,2
5843016,cart,1
5843017,cart,1
5843017,view,1
5843018,cart,1
5843018,view,2
5843019,cart,1
5843019,view,2
5843020,cart,1
5843020,view,2
5843021,view,6
5843021,cart,4
5843022,cart,2
5843022,view,2
5843023,cart,2
5843023,remove_from_cart,3
5843023,view,8
5843050,cart,1
5843050,view,2
5843051,remove_from_cart,1
5843051,cart,3
5843051,view,13
5843072,cart,2
